height,weight,dash40,vert_jump,bench_reps,broad_jump,cone_time,shuttle_time
70,182,4.39,38,11,120,6.93,4.03
70,196,4.49,38.5,,121,6.93,4.18
69,187,4.36,39,17,123,,
77,303,4.98,32.5,28,,,
76,314,5.32,29,32,101,7.77,4.61
77,303,5.08,,,,,
77,308,5.41,23.5,17,100,7.92,4.84
70,185,4.48,,16,,,
70,188,4.39,40,17,132,6.89,4.23
74,332,5.43,,32,,,
73,229,4.98,,,,,
74,206,4.58,,,,,
75,238,4.74,,,,,
73,205,4.44,35.5,15,127,,
68,224,4.6,32,17,119,7.15,4.12
77,271,4.56,34.5,21,118,7.11,4.26
71,196,4.63,35,12,118,6.74,4.07
77,306,4.71,34.5,31,112,7.62,4.72
68,174,4.34,32,14,120,,4.01
75,302,5.03,26.5,,100,7.26,4.44
70,193,4.52,34.5,11,117,6.81,4.09
75,312,4.95,,27,,,
76,299,5.18,25.5,28,101,7.7,4.74
70,214,4.66,32,15,118,6.88,4.4
74,185,4.61,34,10,125,6.97,4.27
75,305,5.25,27.5,29,99,8.09,4.77
74,227,4.91,,,,,
69,196,4.52,35.5,20,122,6.87,4.2
78,369,5.3,22,25,97,8.26,4.96
73,246,4.91,32.5,22,117,,
76,262,4.84,30.5,20,111,7.07,4.33
73,240,4.84,33,19,118,6.99,4.2
77,323,5.2,29.5,19,109,7.77,4.57
73,230,4.6,31.5,24,118,6.75,4.24
68,202,4.53,33.5,19,122,6.91,4.12
73,246,4.88,35,36,119,7.27,4.42
78,329,5.27,22.5,22,98,7.85,4.96
70,193,4.59,33,14,117,,4.15
71,238,5,32,25,109,7.28,4.44
73,245,4.59,32.5,22,118,6.99,4.24
71,206,4.38,34,22,131,6.68,4.1
75,310,5.14,26.5,32,104,7.16,4.64
70,204,4.64,,27,,,
78,232,5.05,,,100,7.2,4.51
73,213,4.74,29,11,110,,
76,213,4.63,,,,,
77,310,5.2,28,26,100,7.43,4.7
72,241,4.62,,,116,,
76,263,4.86,31.5,,118,7.32,5
77,255,4.78,33,22,113,6.91,4.44
70,214,4.73,39,21,125,6.85,4.09
69,186,4.58,33,17,116,6.92,4.25
74,212,4.78,30.5,,112,6.98,4.28
70,180,4.76,,,,,
76,276,4.9,,28,,,
75,303,5.33,25.5,,98,7.81,4.71
79,316,5.21,28.5,24,108,7.81,4.7
75,250,4.64,41.5,19,139,7.1,4.32
72,216,4.41,34.5,,117,7.1,4.3
74,311,5.07,27,35,108,7.78,4.84
76,219,5.13,,,,,
75,258,4.94,31.5,,116,7.12,4.45
72,217,4.64,38.5,,,,
71,186,4.51,35.5,16,127,6.52,4.02
75,233,4.56,39.5,19,120,7.15,
71,227,4.37,33.5,31,121,6.96,4.38
74,292,5.06,30,23,103,7.61,4.88
79,317,5.25,24,21,98,7.91,4.77
77,318,5.29,,,,,
75,210,4.37,,,,,
75,217,4.97,,,,,
75,231,4.81,,,,,
69,189,4.56,36,14,124,6.94,4.18
76,277,4.8,33,,119,7.03,4.51
77,250,4.68,35.5,22,119,6.92,4.32
70,208,4.43,35.5,17,118,,
69,199,4.61,34,,122,,
77,249,4.76,30.5,24,111,7.08,4.47
78,254,4.84,32,,114,7.07,4.31
73,207,4.58,34.5,,123,6.64,4.1
77,331,5.08,,25,,,
79,259,4.82,,17,,,
79,306,5.05,28.5,27,116,7.59,4.44
75,297,4.92,30,,106,7.4,4.75
77,339,5.31,,21,,,
77,318,5.54,23.5,25,102,8.11,5.06
69,210,4.5,38.5,25,130,6.87,4.25
80,308,5.14,30,33,113,7.62,4.68
70,205,4.49,31.5,18,115,6.89,4.31
76,312,5.58,28.5,21,97,7.81,4.76
74,204,4.43,31.5,12,120,,
76,242,4.62,35.5,18,115,7.09,4.35
78,334,5.24,23,28,,,5.24
77,342,5.44,26.5,,96,8.11,5.27
78,281,4.96,28.5,23,110,7.2,4.59
78,318,5.29,30,28,108,7.65,4.75
71,208,4.55,30.5,15,119,7.12,4.4
79,225,4.94,26.5,,102,7.49,4.52
76,205,4.5,36,10,123,6.9,4.39
73,234,4.47,34,27,131,6.71,4.18
76,276,4.87,31.5,26,114,,
69,183,4.27,,13,132,,
75,244,4.5,37.5,18,125,7.08,4.51
69,199,4.8,32.5,18,112,7.17,4.21
71,201,4.47,38,22,125,6.7,4.15
75,240,4.65,30,15,111,7.25,4.3
73,241,4.71,30,17,116,7.58,4.2
73,306,5.31,27.5,22,97,7.79,4.81
74,212,4.56,29.5,11,107,,4.31
75,320,5.31,26,,104,7.59,4.61
69,211,4.52,33.5,23,120,7.07,4.35
73,229,4.55,35.5,20,116,6.89,4.39
68,208,4.68,32.5,19,113,6.95,4.18
75,231,4.46,38.5,17,129,6.99,4.33
77,298,5.07,28.5,,112,7.52,4.51
72,195,4.44,35.5,13,116,,
71,191,4.4,,,,,
74,240,4.68,32,21,124,7.4,4.55
76,320,5.25,28,36,95,7.99,5.09
74,198,4.62,29,,112,7.26,4.33
73,303,5.23,22.5,28,103,7.49,4.51
73,243,4.78,,22,119,,
73,243,4.76,33,15,113,7.3,4.26
75,302,5.29,,13,,,
74,193,4.74,33.5,,116,,
73,214,4.57,36,15,115,,4.5
76,232,5.06,,13,,,
76,329,5.23,26.5,22,104,7.85,4.7
80,277,4.62,34.5,38,121,7.07,4.51
76,196,4.44,39.5,,136,,4.33
72,197,4.56,33,12,121,6.78,4.2
77,258,5.05,,24,106,,
77,328,5.65,20.5,20,91,8.07,5.03
70,223,4.53,35,28,115,,4.62
67,203,4.68,29,20,110,,
71,213,4.75,,16,,,
70,213,4.68,31,15,117,6.97,4.44
78,255,4.97,,3,,,
76,346,5.21,,30,,,
72,243,4.65,,27,,,
74,251,5.07,,18,,,
78,306,5.3,28.5,27,106,7.4,4.68
76,310,5.33,25.5,32,96,7.83,4.74
77,331,5.49,22,,88,8.06,5.06
74,248,4.73,,,,,
78,303,4.72,34,28,118,7.31,4.52
72,209,4.54,36.5,12,125,6.77,4.07
69,199,4.65,35,16,114,6.99,4.25
69,179,4.6,32,6,109,,4.53
77,313,5.37,23,17,92,8.12,4.74
76,225,5.11,31,,115,7.12,4.3
74,245,4.74,,,,,
76,283,4.8,31.5,29,112,7.32,4.32
74,302,5.33,,30,,7.34,4.44
76,306,5.43,,,,,
75,313,5.06,26.5,30,101,,
78,248,4.54,32.5,,122,7.02,4.35
78,269,4.71,31.5,22,113,,
77,216,4.67,33.5,9,115,7.11,4.44
77,255,4.63,,,,,
72,189,4.47,36.5,11,123,6.91,4.33
77,226,4.78,29,,111,7.17,4.4
73,250,4.66,,20,113,,
74,243,4.84,,,,,
74,207,4.84,,,,,
78,269,4.83,34,24,117,7.17,4.46
76,317,5.13,22.5,23,105,7.72,4.65
71,231,4.55,,,,,
71,221,4.65,,,,,
73,202,4.59,32,7,112,7.04,4.29
75,255,4.6,33,27,119,7.14,4.4
73,220,4.66,33.5,,117,,
76,298,4.95,,,,,
72,232,4.77,30.5,26,111,,
73,209,4.82,,,,,
74,309,5.08,25,30,104,7.53,4.67
75,304,5.38,,25,,,
78,313,4.91,28,,107,7.83,4.63
74,311,5.14,,,,,
71,233,4.84,35.5,25,117,6.91,4.3
75,258,4.94,30.5,21,112,7.15,4.35
75,310,5.2,25,25,98,7.6,4.83
74,317,5.48,23,35,95,8.07,4.82
71,223,4.74,,,114,,
72,186,4.89,,,,,
77,237,4.65,34,,118,7.08,4.21
74,256,4.78,,30,,,
80,315,5.34,,31,,,
69,186,4.5,34,4,117,6.87,4.14
74,243,4.83,,28,,,
69,209,4.54,,20,,7.21,4.43
70,168,4.34,34,,121,,
74,250,4.74,,,,,
73,187,4.54,36,4,126,7.17,4.32
76,267,4.69,33.5,31,119,7.08,4.53
74,219,4.59,40,19,131,6.89,4.2
72,215,4.51,34.5,19,122,7.07,4.44
70,193,4.54,34.5,10,119,6.81,4.27
75,308,4.98,,,,,
71,193,4.4,33.5,14,119,6.71,4.18
74,217,4.54,33.5,9,123,7.11,4.41
70,220,4.54,43,27,125,6.69,4.02
72,203,4.62,36.5,,123,6.97,4.27
76,314,5.14,28.5,,104,,4.87
72,201,4.37,36,,122,6.95,4.32
77,316,5.37,28.5,20,101,8.1,4.88
76,241,4.58,37,,128,6.84,4.39
72,246,4.81,33,25,119,,
71,204,4.74,36,26,120,6.53,3.96
75,262,4.81,34.5,,114,7.18,4.51
73,236,4.71,,17,118,,
73,245,4.65,38,29,127,7.49,4.31
76,250,4.95,35.5,12,122,,
74,213,4.75,35.5,11,126,6.75,4.16
74,227,5.06,28.5,,105,7.34,4.53
78,321,5.23,,,,,
74,242,4.7,33.5,20,122,7.16,4.39
76,264,4.78,,21,,,
77,230,4.69,,,,,
76,306,4.95,30.5,32,97,7.71,4.56
77,254,4.99,33.5,17,110,7.48,4.5
74,216,4.42,37,,128,,
72,204,4.53,33,8,118,6.91,4.01
73,229,4.75,35,22,119,,
74,239,4.87,33,17,118,7.28,4.47
74,249,4.64,37,28,122,6.98,4.4
72,191,4.54,30.5,8,118,6.87,4.18
71,227,4.7,30,17,114,7.28,4.55
76,307,5.12,28.5,,103,7.45,4.63
77,302,5.08,29.5,25,112,7.49,4.45
72,211,4.56,,17,,,
72,204,4.63,35,,123,,
73,243,4.72,,23,113,,
74,236,4.72,,16,,,
68,190,4.46,,10,,,
73,213,4.53,40.5,17,134,6.99,4.22
75,219,4.76,,,,,
73,210,4.43,40.5,14,132,,
74,294,5.02,32,30,116,,
70,201,4.68,32,,118,,
75,242,4.81,31,17,112,7.17,4.43
67,169,4.53,37.5,10,127,6.74,4.09
70,199,4.43,36.5,,123,7.09,4.22
74,217,4.5,39.5,10,132,6.71,4.06
66,190,4.8,34,15,114,6.97,4.25
71,191,4.56,32.5,14,116,6.69,4.06
74,247,4.75,,24,114,,
71,204,4.46,33.5,20,119,7.1,4.38
67,173,4.58,32,7,117,6.81,4.37
75,314,4.99,26.5,31,108,7.31,4.74
74,213,4.69,31,,118,6.69,3.99
73,189,4.86,,,,,
75,299,5.08,,,,,
74,202,4.51,34,9,128,,
73,257,4.62,,,,,
77,262,4.75,35,22,112,7.36,4.52
72,195,4.57,,,,,
72,192,4.36,35.5,14,124,6.9,4.21
76,225,4.51,34.5,,120,7.03,4.07
77,250,4.74,,,,,
75,302,5.08,32.5,28,115,7.2,4.39
74,218,4.58,33.5,,124,,
76,229,4.97,29,,112,7.17,4.55
73,204,4.48,33.5,15,119,6.72,4.07
73,307,5.15,30,37,107,7.82,4.72
74,293,5.23,,,,,
68,216,4.55,33,27,122,6.7,4.17
72,221,4.69,30.5,21,111,7.06,
75,302,5.43,24,27,92,7.9,4.96
73,202,4.64,36,17,122,6.68,4.34
76,242,4.68,31,19,118,7.44,4.53
76,246,4.69,,,,,
72,194,4.38,33.5,16,124,,4.35
75,252,4.65,34.5,18,116,7.12,4.27
70,188,4.77,,,,,
70,186,4.56,33,15,122,,
70,208,4.67,37,17,124,6.7,4.11
71,189,4.42,37,11,124,,
72,205,4.34,37,16,125,6.76,4.25
73,237,5.01,30.5,19,115,7.21,4.39
79,266,4.72,35,14,128,6.89,4.3
71,192,4.39,35,22,127,6.82,4.06
73,234,4.75,,,,,
69,214,4.76,30,17,110,7.13,4.5
73,241,4.82,33,,113,7.13,4.27
75,244,4.91,32,18,113,7.17,4.31
77,306,5.08,,,,,
72,208,4.65,35,14,122,,
69,213,4.42,40.5,28,133,,4.26
73,193,4.54,33.5,8,121,6.88,4.21
67,192,4.42,,21,,,
75,320,5.11,,27,,7.45,4.63
80,260,4.86,31,17,113,7.09,4.57
76,307,5.09,29.5,29,109,7.48,4.69
72,190,4.38,37.5,16,125,,3.85
72,221,4.55,35.5,17,118,,
72,214,4.63,38,15,121,6.78,4.06
75,226,4.92,32,,116,6.95,4.52
72,196,4.68,32.5,,125,6.93,4.22
78,308,5.17,31.5,20,101,7.94,4.91
70,228,4.62,,,,,
75,332,5.58,22.5,28,96,7.78,5.1
74,317,5.49,,,110,,
76,265,4.55,39,36,128,,
75,300,5.06,30,24,107,7.77,5
77,310,5.29,24.5,,103,8.31,5.01
76,313,5.44,21,23,94,8.23,5.07
70,184,4.51,40.5,14,132,6.82,3.84
70,195,4.41,35,14,125,,
75,266,4.83,31,25,111,7.3,4.4
79,315,5.46,25,22,105,7.9,4.81
71,189,4.45,37,20,120,6.8,4.02
72,213,4.57,35,17,124,7.02,4.09
73,335,5.37,29.5,38,102,8.09,4.91
78,318,5.27,,,,,
71,203,4.48,37.5,13,126,,4
75,323,4.94,,30,,,
68,195,4.48,35,17,118,7.15,4.15
75,241,4.88,35,24,113,6.99,4.44
76,309,4.94,33,28,111,7.55,4.65
72,213,4.46,36,25,120,7.01,4.25
69,181,4.42,40.5,12,128,6.89,4.1
75,313,5.03,26.5,27,102,7.93,4.8
74,208,4.52,32.5,11,119,7.01,4.32
75,260,4.92,33,25,112,,
73,241,4.57,38,30,124,,
75,251,4.81,,22,,,
75,194,4.51,34.5,7,122,6.65,4.33
74,215,4.95,28.5,,112,7.22,4.39
74,205,4.86,,,,,
70,218,4.75,34.5,22,119,,
76,320,5.22,,9,,,
71,209,4.44,39,,134,,4.07
71,213,4.56,37.5,16,124,,
72,201,4.51,33.5,14,117,7.15,4.47
71,210,4.53,33.5,17,117,6.95,4.18
72,235,4.78,31.5,21,111,7.41,4.51
73,195,4.53,36,14,128,6.97,4.12
73,195,4.5,30.5,4,117,6.8,4.08
73,212,4.56,39.5,14,123,6.82,4.3
73,220,4.5,38,,123,7.05,4.51
69,187,4.61,35.5,13,117,,4.15
77,265,4.74,33,28,118,7.42,4.3
70,225,4.82,29.5,20,106,7.24,4.49
68,173,4.26,38,20,122,6.86,4.06
74,302,5.18,,,,,
73,218,4.48,38,19,121,7.07,4.46
75,252,,,,,,
72,201,4.66,34,,113,6.97,4.15
77,255,4.66,34.5,15,119,6.82,4.19
73,237,4.64,35,22,123,7.24,4.35
71,182,4.48,,11,,,
77,240,4.61,32.5,13,119,7.33,4.39
71,195,4.59,40.5,10,122,6.94,4.38
70,193,4.71,35.5,15,117,7.08,4.22
69,212,4.67,29,24,106,,
76,302,4.92,32,22,114,7.37,4.44
76,256,4.82,,,,,
74,223,4.63,32,13,121,7.15,4.5
75,310,5.18,29,42,109,8.26,4.66
76,298,5.3,25,21,101,7.44,4.61
71,248,4.83,31,27,114,7.18,4.27
77,232,4.93,32.5,,115,7.08,4.21
72,204,4.58,35,18,116,7.04,4.31
74,185,4.93,,,,,
73,222,4.84,30.5,,106,7.33,4.23
76,206,4.73,,12,,,
73,250,4.76,37.5,23,122,7.25,4.3
71,197,4.62,34.5,11,123,7.04,4.33
74,214,,30,,113,7.17,4.2
78,325,5.19,27.5,23,100,8.14,4.69
75,306,5.06,33.5,26,106,7.92,4.78
71,198,4.42,38,10,119,7.35,
73,251,4.86,33,23,116,6.98,4.26
72,238,5.03,31,16,108,7.77,4.56
70,179,4.34,36.5,,119,6.91,4.12
71,178,4.51,33,,116,7.16,4.22
76,211,4.42,39,16,124,7.18,4.15
73,211,4.49,36.5,19,125,6.96,4.26
75,249,4.78,31,30,112,7.22,4.3
70,188,4.58,31,16,115,6.74,3.94
74,224,4.62,30,,112,7.14,4.32
69,192,4.46,39,20,122,6.77,4.01
69,207,4.69,32.5,19,115,7.08,4.38
74,214,4.69,34.5,,110,,4.2
73,337,5.47,26,32,88,7.89,4.6
72,206,4.49,,17,,,
77,231,5.18,,,,,
78,271,4.77,32,22,112,7.26,4.57
73,208,4.58,33,11,119,7.16,4.16
77,266,4.53,37.5,21,124,7.27,4.43
72,191,4.56,36.5,10,122,7.28,4.32
77,314,5.12,,24,,,
78,225,4.56,32.5,21,,7.33,4.51
70,198,4.71,,,,,
71,177,4.51,,,,,
70,189,4.33,36,16,120,6.76,3.81
71,271,4.95,28.5,23,111,7.68,4.58
71,184,4.5,40,12,120,6.53,3.9
72,209,4.48,34.5,,125,7.01,4.26
75,273,4.84,31.5,24,108,7.19,4.29
71,224,4.57,38,23,117,,
72,197,4.52,,10,,,
70,202,4.54,,15,,,
76,235,4.69,32.5,,,,
71,199,4.52,,15,,,
73,198,4.59,35,11,133,6.86,4.3
71,203,4.41,32.5,17,117,7.15,4.27
72,212,4.64,32,14,111,7.55,4.5
73,285,4.68,32,35,116,7.11,4.39
75,190,4.52,33.5,8,118,7.04,4.24
76,313,5.42,24,23,101,8.14,4.89
75,268,4.79,,35,,,
76,273,4.92,31,22,114,6.83,4.45
74,288,4.93,,26,,,
76,250,4.6,32,24,120,,
74,253,4.79,34.5,19,115,7.2,4.35
76,313,5.25,27,26,99,7.95,4.82
69,197,4.45,39.5,15,120,6.69,3.95
73,334,5.27,28,25,92,7.81,4.75
73,261,4.86,34,28,112,7.67,4.65
74,225,4.41,,19,,,
73,213,4.51,34.5,13,122,7.07,4.21
77,231,4.53,37,12,,7.08,4.26
72,213,4.59,35,17,117,7.05,4.13
74,212,4.99,28,,103,7.55,4.5
78,330,5.37,26.5,36,103,8.13,4.86
73,211,4.85,,,,,
75,315,4.98,,24,,,
77,265,4.76,31.5,25,116,7.1,4.26
69,207,4.75,32,20,113,7.07,
77,323,5.28,23.5,26,97,8.24,5
71,224,4.72,36.5,,120,6.9,
74,252,,,,,,
74,248,4.7,36,30,120,,
73,217,4.52,36,,126,7.06,4.18
71,189,4.56,36,7,124,7.07,4.33
68,206,4.58,31.5,,118,7.11,4.26
72,190,4.49,38.5,12,128,6.9,4.19
77,316,5.16,24.5,25,98,7.87,5.16
71,220,4.49,36.5,,116,6.78,4.18
72,193,4.38,36.5,11,122,6.62,4.04
70,190,4.44,,15,,,
67,185,4.49,,15,,,
74,226,4.97,30.5,,110,7.04,4.26
76,259,4.7,37,26,122,7.19,4.27
71,234,4.91,33,28,116,,
72,202,4.37,35.5,20,126,6.92,
78,260,4.89,33.5,,120,7.42,4.44
71,194,4.52,37,11,123,6.8,4.34
72,199,4.64,35.5,8,119,6.68,4.11
72,208,4.67,,,,,
76,257,4.76,26.5,,113,,
77,316,5.19,26.5,26,108,7.49,4.47
78,310,4.92,35.5,32,114,7.87,4.5
70,188,4.5,35.5,15,119,7.14,4.27
75,323,5.34,21.5,,100,8.26,4.83
69,197,4.69,33.5,20,118,7.01,4.2
75,304,5.15,27,27,113,7.97,4.86
78,281,4.92,,21,,,
73,198,4.5,36.5,15,118,7.08,4.2
75,258,4.91,29,,115,,
79,331,5.04,24,,95,8.15,4.77
69,193,4.48,35.5,18,125,6.84,4.27
76,246,4.87,33,,109,7.04,4.35
73,233,4.56,29,20,113,,
72,240,4.74,31.5,23,116,7.15,4.45
72,189,4.9,,,,,
76,223,4.65,27.5,13,108,6.89,4.2
75,221,5.05,,,,,
78,257,4.69,38.5,,117,,
71,196,4.49,35.5,15,118,7.26,4.19
71,206,4.51,35.5,14,116,,
73,198,4.55,31,14,120,7.23,4.5
77,296,5.59,,,,,
72,230,4.62,34.5,19,114,,
74,290,5.1,29.5,20,108,7.23,4.33
74,331,5.32,25.5,,97,8.29,4.94
76,304,5.13,26,22,103,7.3,4.37
75,336,5.34,29,30,108,8.25,4.78
72,195,4.51,38,13,128,6.75,4
73,254,4.9,,,,,
77,269,4.89,,15,,,
70,180,4.44,39,9,,6.81,4.19
78,311,5.26,29,22,103,7.42,4.56
75,219,4.42,37.5,20,123,6.64,3.98
75,218,4.61,41.5,13,128,,4.33
75,247,4.63,36,18,123,6.97,4.18
78,259,4.85,35,24,115,7.38,4.6
74,299,5.06,29.5,27,102,,4.83
77,297,5.11,29,26,111,7.4,4.64
72,209,4.6,35.5,16,118,,
74,200,4.41,38.5,12,124,6.82,4.24
74,308,5.24,24.5,20,102,7.93,4.83
72,188,4.46,33,,119,6.82,4.27
74,235,4.6,40.5,21,124,7.16,4.41
76,322,5.35,27.5,25,101,7.73,4.78
75,240,4.68,33.5,,115,,
75,240,4.77,30,24,116,7.22,4.3
68,194,4.43,34.5,20,118,7.07,4.13
68,184,4.55,37.5,14,124,7.26,4.4
71,198,4.38,38.5,7,122,6.69,3.94
75,232,4.65,35,18,121,6.92,4.24
75,249,4.7,30,23,113,7.25,4.32
73,326,5.06,28.5,28,99,7.93,4.71
74,233,4.72,32,16,122,,
79,322,5.59,27.5,21,96,7.71,4.84
72,207,4.7,36.5,24,127,,
71,205,4.65,28.5,12,110,,
76,313,5.17,23.5,36,102,8.22,4.7
74,215,4.52,,23,,,
75,251,4.8,34.5,20,113,7.46,4.31
69,190,4.48,33,16,120,7.12,4.4
72,192,4.52,38,,127,,4.01
76,303,5.25,29,21,108,7.57,4.4
74,252,4.5,34,20,128,,
75,211,5.1,,,,,
79,309,4.87,30.5,29,117,7.39,4.49
70,211,4.6,36.5,15,122,7.05,4.47
78,311,5.35,26.5,30,100,,
75,296,5.24,27,36,,,
74,225,4.66,,,122,7.15,4.3
77,320,5.16,,,,,
73,217,4.65,32.5,12,119,7.15,4.35
76,218,4.6,36,20,124,7.07,4.25
80,316,5.29,,,,,
76,242,4.61,39,15,128,,
72,217,4.76,29.5,,109,6.55,4.2
77,258,4.82,29.5,28,116,7.38,4.35
77,249,4.76,,18,,,
75,251,4.65,40,23,128,7.08,4.18
74,216,4.89,27,,109,,
74,296,5.16,28,29,101,7.78,4.61
72,207,4.68,31.5,,113,6.75,4.03
76,252,4.89,32,14,108,7.08,4.25
76,308,5.22,28,29,106,7.65,4.59
75,320,5.38,,23,,,
78,272,4.72,35.5,22,129,7.2,4.33
68,207,4.5,38.5,,126,,4.15
76,223,5.26,25.5,,105,7.14,4.36
75,212,4.46,35.5,21,120,6.95,4.18
77,308,5.07,30.5,24,105,7.34,4.47
78,271,5.21,32,21,116,7.43,4.51
75,220,4.94,28,,99,7.18,4.34
79,352,5.18,20.5,27,97,,
70,196,4.47,,,,,
75,211,4.51,39,,129,7.29,4.18
69,209,4.41,40.5,32,132,6.83,4.12
77,224,,,,,,
78,309,5.37,26,28,101,7.79,4.64
74,247,4.64,,,,,
76,260,4.95,27.5,17,109,,
71,192,4.63,34,,117,6.57,4
74,221,4.4,39.5,13,132,7.02,4.3
77,269,4.84,33.5,23,123,7.41,4.46
74,213,4.63,30,,111,7.36,4.49
73,241,4.8,34.5,18,117,6.94,4.36
78,314,5.35,21.5,,106,7.93,4.95
74,234,4.65,35,,118,7.3,4.4
70,202,4.56,,,,,
77,250,4.86,35.5,19,118,6.78,4.2
76,249,4.79,33,24,114,7.18,4.27
72,207,4.84,,,,,
78,256,4.93,32.5,18,112,7.14,4.47
75,247,4.73,34,21,117,7.31,4.63
78,270,4.84,32,27,114,7.57,4.55
74,198,4.48,33,8,121,6.68,4.32
75,243,4.71,32.5,21,112,7.22,4.2
76,220,4.64,30.5,23,120,,
75,310,4.92,,,,,
73,298,5.1,30.5,31,111,7.67,4.53
75,306,5.34,26,23,103,7.6,4.46
78,302,4.97,33.5,22,,,
75,238,4.82,28.5,,111,7.55,4.4
67,195,4.46,35.5,23,124,7.08,4.3
72,232,4.51,39,28,128,6.92,4.02
75,237,4.65,35.5,21,114,,
71,200,4.45,,16,,7.04,4.3
71,207,4.58,34.5,18,116,,
71,190,4.61,35.5,6,120,,
76,297,5.03,23.5,27,102,,
75,293,,,36,,,
71,189,4.43,,22,,,
70,212,4.7,37,18,122,,
70,163,4.46,41,,132,6.63,4.18
74,302,4.91,26.5,20,106,7.59,4.58
77,245,4.67,,26,,,
75,228,4.87,25.5,,108,7.22,4.3
70,189,4.51,37.5,20,123,6.72,4
73,207,4.57,32.5,15,117,,
72,175,4.4,38,,124,7.09,
77,329,5.36,25.5,25,91,7.7,4.83
78,336,5.3,24.5,36,,,
75,298,5.1,25.5,25,106,7.93,4.63
72,191,4.61,37.5,8,120,6.84,4.08
77,332,4.92,28.5,32,113,7.8,4.86
75,220,4.6,39,,127,7,4
71,194,4.39,38.5,17,124,,4.04
76,257,4.87,31.5,16,116,7.23,4.47
74,261,4.91,25.5,17,114,7.8,4.7
69,209,4.49,35.5,26,126,6.75,4
68,164,4.76,,,,,
69,165,4.44,34,,122,,
76,228,4.97,27,,105,7.33,4.36
78,301,5.01,24,,93,7.62,4.57
69,201,4.51,41.5,15,134,,
77,262,4.75,,20,,,
72,206,4.66,34,,116,7.07,4.33
73,237,4.58,42,25,130,6.91,4.21
73,253,4.71,38.5,26,122,7.29,4.31
72,214,4.48,37.5,17,126,7.16,4.3
74,245,5.09,,,,,
74,246,,36.5,18,108,,
73,266,4.66,37,28,121,7.55,4.46
75,251,4.66,35,23,121,7.48,4.47
71,220,4.84,36,14,118,7.53,4.6
75,218,4.52,31.5,,119,,
71,195,4.62,33.5,11,113,7.19,4.39
73,205,4.67,32,13,114,6.47,3.95
72,211,4.38,,,,,
76,250,4.95,32,24,116,6.64,4.15
75,314,5.33,,,,,
77,309,5.25,30.5,25,103,,
70,178,4.69,35,11,117,7.1,4.33
75,287,4.98,,,,,
76,306,5.17,27.5,22,105,8.16,4.63
76,315,5.44,,,,,
75,198,4.55,37,,124,6.89,4.01
76,307,5.04,25,25,102,7.6,4.44
71,210,,,18,,,
72,303,5.36,28.5,24,99,7.93,4.82
77,312,5.28,26,20,95,7.73,4.65
72,229,4.58,33,18,118,6.88,4.22
75,317,5.09,29,35,98,8.13,4.83
69,174,4.39,32,8,124,,
69,192,4.52,37,19,125,,
78,248,4.61,35.5,,118,7.05,4.18
73,327,5.26,,32,,,
75,304,5.03,29,28,112,7.83,4.76
75,267,4.95,,,,,
75,234,4.67,37.5,22,120,6.89,3.96
77,304,4.92,,31,,,
77,315,5.16,28,25,108,7.92,4.71
75,310,4.93,27.5,25,,,
75,284,4.99,29.5,18,110,,
73,231,4.82,,,,,
79,295,4.98,,,,,
75,313,5.31,29,30,102,7.55,4.47
77,235,4.95,29,,108,7.25,4.43
72,199,4.47,34,25,117,6.9,4.07
69,189,4.38,39,,128,6.69,4
71,193,4.59,,9,,,
76,195,4.46,32,8,115,7.19,4.35
71,196,4.57,,13,,,
71,194,4.41,,22,,,
73,211,4.43,34,16,126,6.95,4.34
75,310,5.5,,29,,,
78,252,4.58,36.5,17,123,7.29,4.44
75,218,5,28,,100,7.07,4.25
69,225,4.56,33.5,16,120,,
75,267,4.9,29,19,110,7.3,4.67
71,186,4.63,36,15,121,6.98,4.27
75,269,5.02,,,,,
69,204,4.57,32,23,114,7.05,4.2
71,230,4.56,38,,129,7.27,4.06
71,222,4.45,35.5,16,121,7.37,4.25
73,246,4.66,30.5,25,120,7.11,4.07
69,202,4.43,37.5,10,123,7,4.21
77,266,4.97,34,31,113,,
78,315,5.48,28.5,22,103,7.81,4.86
76,235,4.76,33,,116,6.99,4.25
69,205,4.6,42.5,24,130,6.79,3.95
72,198,4.42,,12,,,
72,221,4.57,39,19,121,7.1,4.1
73,227,4.55,36,24,121,7.14,4.2
68,180,4.43,34,13,121,6.64,4.07
72,221,4.53,35.5,11,121,6.96,4.28
72,218,4.56,35.5,,122,7.09,4.03
77,244,4.73,,,,,
78,294,4.97,30,,111,7.2,4.19
73,187,4.54,,13,,,
75,243,4.56,37,23,122,7.07,4.03
79,292,5.06,34,24,117,7.57,4.53
70,212,4.53,36.5,,118,7.13,
74,236,4.65,,22,,,
76,282,4.8,,22,,,
78,187,5.14,,,,,
75,246,4.53,41,35,130,6.91,4.15
73,197,4.42,41.5,7,129,6.66,4.15
78,252,4.8,33,14,116,6.85,4.32
74,293,5.04,,,,,
74,211,4.81,37,,125,7.13,4.2
74,258,4.88,,20,,,
76,318,5.02,31,20,101,7.5,4.57
76,303,5.57,23.5,22,90,7.9,4.65
72,207,4.56,,15,,,
72,231,5.03,26.5,,100,7.47,4.62
79,301,5.6,25,,103,7.91,4.75
76,268,5.04,30.5,20,112,7.13,4.23
76,229,4.72,33,,110,7.18,4.37
73,236,5.17,,14,,,
80,355,5.21,23.5,20,97,8.23,4.78
